store_name,Overall_Rating,name,Rating,text,publishedAtDate
Shell 53 Sewardstone Rd London E4 7TA,3.4,David R,2,very slow at the checkout,2016-06-05T15:36:35.535Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Haider Zainy,2,prices are higher than the market,2016-06-07T10:58:29.309Z
Shell 148-150 Green Lanes London N13 5UN,4.2,Younus Islam,3,It's a filling station.,2016-06-07T13:05:24.919Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,Jatinder Singh,5,Nice,2016-06-08T23:16:50.278Z
Shell 85 London Rd Slough SL3 7RS,4.1,Jatinder Singh,5,Nice,2016-06-08T23:17:22.511Z
Shell 123-125 Wrythe Ln Carshalton SM5 2RU,3.7,Ajen Kandy,4,"went here to buy greeting card and get some money from the ATM, the cashier was very friendly and was able to borrow a pen to write the greeting card. good few choices of greeting cards and fully working free ATM.",2016-06-09T13:13:34.848Z
Shell 85 London Rd Slough SL3 7RS,4.1,order work,1,Unable to redeem Shell Driverclub points. However they still wants their customers to register the card. (What is the point of registering if you can not redeem it),2016-06-09T14:27:10.908Z
Shell 276 Upper St London N1 2TZ,3.7,Luke Edwards,5,So good stash best dial for car,2016-06-09T17:26:12.503Z
Shell 140 Northolt Rd South Harrow Harrow HA2 0EG,3.7,peter chandler,2,To expensive...,2016-06-09T20:13:55.286Z
Shell 139-149 Whitechapel Rd London E1 1DT,3.3,Anders Bone,1,There shall be no Petrol Station/Service Station Here.,2016-06-09T20:29:05.051Z
Shell 369 A406 Neasden London NW10 0LH,3.7,Ben Macrow,4,"OK price fuel, but does accept paypal, which is cool.",2016-06-14T12:42:04.595Z
Shell 85 London Rd Slough SL3 7RS,4.1,Nousherwan A,4,Good,2016-06-15T05:50:37.798Z
Shell 223 Harrow Rd London W2 5EH,3.7,Jozsef Guti,3,Very small and overcrowded petrol station with average prices. If you want some other than petrol (air or water) you can expect a wait without place to wait.,2016-06-15T07:49:03.445Z
Shell 262 Martin Way London SW20 9BZ,4.1,Muneeb Khan,5,"I visit this petrol station twice a week and always find the forecourt and shop clean, staff is always helpful and polite.",2016-06-15T09:03:38.562Z
Shell 276 Upper St London N1 2TZ,3.7,Steve Barrett,4,I haven't gotten fuel here before but I've visited the convenience store part which has a nice array of snacks and drinks on offer. I recommend a bottle of diet coke to keep you cool and give you a bit of energy.,2016-06-16T15:54:03.652Z
Shell 109-113 York Wy London N7 9QE,3.8,Nigel Niles,5,"Use this one regularly, quite cheap at times, friendly helpful staff",2016-06-17T10:36:02.513Z
Shell 445-453 Wick Ln Bow London E3 2TB,3.3,joakim carlgren,4,Dont go here during rush hours as youll be stuck either going in or going out. Manic,2016-06-17T17:10:57.305Z
Shell 270 Heston Rd Hounslow TW5 0RG,3.5,Niro NIROJAN,5,Good service,2016-06-18T22:45:46.261Z
Shell 198-208 Old St London EC1V 9BP,3.5,Gustavo De Almeida Soares,5,Excellent customer service and always cheap petrol.,2016-06-19T10:45:52.644Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,George Milo,4,Staff are mostly polite and friendly and prices are usually at the lowest end of the range.,2016-06-20T07:40:01.976Z
Shell Staines Rd Twickenham TW2 5JA,2.9,Tim Warner,1,"Just another servo, nothing outstanding, however for a pound, the car wash goes forever allowing a really good wash",2016-06-21T07:32:21.211Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Sergejus Afanasjevas,2,Roof is leaking. My shoes smells disel. Contactless is not available. Fuel cost is OK.,2016-06-21T17:22:00.976Z
Shell 290 Willesden Ln London NW2 5HS,3.6,Sergejus Afanasjevas,5,Place is OK.  Toilet was clean. Salesman gave a friendly advise on how to get more shell points.,2016-06-21T17:42:00.562Z
Shell 165 Shooters Hill Rd London SE3 8UQ,4,Sergejus Afanasjevas,5,Clean and tidy place. Friendly service. Reasonable fuel  price.,2016-06-21T19:28:50.724Z
Shell 326 Queenstown Rd Nine Elms London SW8 4NE,2.7,Marta Perez,4,"Pricy, but good essential. Ice for 1,10",2016-06-21T21:38:36.054Z
Shell 300 W End Rd Ruislip HA4 6QQ,3.6,Sergejus Afanasjevas,5,Nice clean petrol station with car wash.,2016-06-22T09:15:00.675Z
Shell 103-105 Pinner Rd Harrow HA1 4YW,3.1,Nimesh Patel,1,"PARKED IN PETROL STATION FOR 2 MINUTES TO GET SOME FOOD,
AFTER 3 DAYS RECEIVED A PARKING TICKET IN THE POST FOR £60.00 AND NOTHING ON MY WINDSCREEN.
WENT BACK TO COMPLAIN, THE STAFF WAS VERY RUDE AND SAID ""WHAT YOU WANT ME TO DO"". DISGUSTING ATTITUDE WILL NEVER GO BACK THERE AGAIN. HOPE OTHER CUSTOMERS DON'T GET FALSE TICKETS.
GREAT WAY OF MAKING MONEY FOR PETROL STATION AS ITS ALWAYS DEAD AND EMPTY. (EXPENSIVE PACKET OF CRISP & CHOCOLATE)",2016-06-22T11:40:34.880Z
Shell 165 Shooters Hill Rd London SE3 8UQ,4,Terence R,4,Great service,2016-06-23T20:51:26.542Z
Shell 139-149 Whitechapel Rd London E1 1DT,3.3,Rahel Ali,5,Overly friendly staff,2016-06-24T21:47:39.073Z
Shell 29-31 Hanger Ln London W5 3HJ,3.4,Michael Rideal,1,"If your buying from the shop, check your receipt. Multiple times i've had to question it, double scanning of items, price on the shelf not different to what your charged. Each times the staff seem irritated that i've spotted the mistake. Expected better from somewhere which is branded as Waitrose. If it wasn't convenient for buying milk and bread I wouldn't use it.",2016-06-25T11:11:13.157Z
Shell 128-136 Beckenham Rd Beckenham BR3 4RH,3.8,Nik Nelberg,4,"I like this petrol station, it has good coffee and food.",2016-06-25T13:51:56.693Z
Shell 22-24 Lower Richmond Rd. Richmond TW9 4LH,3.4,Fred J Pearce,4,Its a garage that sells petrol and basics.,2016-06-26T13:04:21.603Z
Shell 790 Great Cambridge Rd Enfield EN1 4JP,4.1,Stefan Bogdan,5,Good,2016-06-28T05:11:05.339Z
Shell 529 Yeading Ln Northolt UB5 6LW,3.4,Alex Meredith,1,Closed off the toilet.,2016-06-28T15:25:09.598Z
Shell 59 Plough Ln London SW17 0BW,3.7,Justin Southwick,3,"Convenient but often very busy and can be painful to get in, get fuel and get out without incident or a wait.",2016-06-29T06:50:39.007Z
Shell 22-24 Lower Richmond Rd. Richmond TW9 4LH,3.4,Mark Pearce,4,"Easy to access, and not usually too busy. Prices are average for this locality. Staff are friendly and there's a small shop if you've forgotten something.",2016-06-29T16:32:48.026Z
Shell 231 Western Rd London SW19 2FG,4.1,Paulette Jennings,5,Great,2016-06-29T21:17:32.077Z
Shell 85 London Rd Slough SL3 7RS,4.1,Hafez Kayali,4,The deli-shop has a good selection of snacks,2016-07-01T07:44:25.375Z
Shell 198-208 Old St London EC1V 9BP,3.5,C C,5,"Love the staff here, they are very friendly",2016-07-01T23:37:26.664Z
Shell 326 Queenstown Rd Nine Elms London SW8 4NE,2.7,Nic Walters,5,Good but be warned closing down in 2 weeks,2016-07-02T13:37:39.399Z
Shell 222-224 Fulham Palace Rd London W6 9NT,2.9,Marcus Rose,3,Good petrol station with ATM.,2016-07-05T04:20:48.086Z
Shell 165 Shooters Hill Rd London SE3 8UQ,4,David Honig,4,Very cheap,2016-07-05T20:19:35.102Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,Christiano Castellano,4,Well located!,2016-07-06T18:01:53.576Z
Shell Ebury St London SW1W 9QJ,2.8,Timur,1,Tried to use the LPG but the suction didn't work and it started to leak out my cars LPG. Avoid this if you want LPG from Victoria Shell.,2016-07-06T18:20:42.636Z
Shell 128-136 Beckenham Rd Beckenham BR3 4RH,3.8,Billy Sytdyoc,5,"Good service ,s fast",2016-07-07T11:03:11.754Z
Shell 104-116 Holloway Rd London N7 8JE,3.7,Greg Clough,4,"They have the best fuel prices locally, but consequently they are ALWAYS busy.  What more can you say... they sell fuel, and have a shop full of junk food.",2016-07-08T01:21:08.728Z
Shell Grosvenor Rd Pimlico London SW1V 3JY,2.8,M. G. Mahardhika,4,Best rate,2016-07-08T07:13:14.869Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Sandy Stevenson,4,Don't do free waitrose coffee otherwise good,2016-07-09T00:42:47.383Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Don Ewart,4,"Long opening hours, easy access, car wash. Good place to buy papers.",2016-07-09T05:26:06.028Z
Shell 270 Heston Rd Hounslow TW5 0RG,3.5,Gurpal Singh,5,Points,2016-07-09T10:05:29.869Z
Shell 222-224 Fulham Palace Rd London W6 9NT,2.9,Alberto Tarazon,4,Fast service,2016-07-09T13:54:21.686Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,ray hodges,5,Nice,2016-07-09T18:25:59.017Z
Shell Ebury St London SW1W 9QJ,2.8,Anthony Austen,5,Always polite and professional customer service,2016-07-09T19:00:31.720Z
Shell 369 A406 Neasden London NW10 0LH,3.7,Lushan Kallychurn,3,Ok,2016-07-10T08:52:13.303Z
Shell 223 Harrow Rd London W2 5EH,3.7,Sharif Uddin,1,Expensive fuel.  always,2016-07-10T10:11:31.800Z
Shell 102 Fordbridge Rd Ashford TW15 3RD,4,Nauman Hayat,4,👍,2016-07-10T17:54:46.576Z
Shell 21 Pinner Grn Pinner HA5 2AF,3.7,Abul Azad,5,Convenience is great.,2016-07-10T22:43:52.888Z
Shell 102 Fordbridge Rd Ashford TW15 3RD,4,Tanya Brocklesby-Taylor,3,"Petrol is always more expensive than other garages in the area (even another Shell garage which isn't too far away), but this one has an automatic car wash",2016-07-11T00:11:45.635Z
Shell 223 Harrow Rd London W2 5EH,3.7,Hawer Madrid,5,London en si es fantastico,2016-07-12T05:15:58.174Z
Shell 171 High St London West Wickham BR4 0LU,3.2,Martin Wilson,5,Very convenient,2016-07-13T06:01:12.865Z
Shell 198-208 Old St London EC1V 9BP,3.5,Priyank Morjaria,3,Good location but there is always a lineup of cars waiting to get in. Its a small station,2016-07-13T21:16:22.679Z
Shell 109-113 York Wy London N7 9QE,3.8,Priyank Morjaria,5,Always cheap!,2016-07-13T21:17:11.913Z
Shell London Rd Virginia Water GU25 4QF,3.1,john curran,1,"I visited this station this morning 14 July 2016 to pick up a sandwhich and a drink, when I went to pay I tendered a £20 note and got change for a £10 note. I challenged the guy at the till and he insisted I gave him a £10 so I explained that I only had £20's. He then asked a colleague to check the video footage, which he did and confirmed that I did in fact tender a £20 note, the guy serving me then produced a £10 note from under the counter - be careful",2016-07-14T14:42:19.925Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,David Wade,5,"Tight space for maneuvering, good variety of healthy food items.",2016-07-14T15:40:14.256Z
Shell 123-127 Portland Rd London SE25 4UX,3.6,Nik Nelberg,4,I like she'll garages as they sometimes have coffee and reasonable snacks. This one is okay.,2016-07-14T19:00:56.475Z
Shell 22-24 Lower Richmond Rd. Richmond TW9 4LH,3.4,Andrey Nikolaev,1,"A big risk to bump into ""Back in 15mins"" at any time in the evening. Pretty annoying.",2016-07-14T19:05:16.473Z
Shell 369 A406 Neasden London NW10 0LH,3.7,Richard Tucker,3,Very small forecourt but it is well placed. A little more expensive than Tesco in Wembley but it is on the A406.,2016-07-15T10:30:31.869Z
Shell 49 Tadema Rd London SW10 0NY,4.3,ruturno dahandla,1,I hate shell,2016-07-15T11:14:24.833Z
Shell 154 Watford Rd Wembley HA0 3HB,3.5,B K,3,Pricier than other close by she'll stations,2016-07-15T12:51:52.999Z
Shell 609 Kenton Rd Harrow HA3 9RW,3,B K,4,Great service,2016-07-15T12:55:17.425Z
Shell 85 London Rd Slough SL3 7RS,4.1,John Grover,3,Could do with more staff on duty.,2016-07-15T17:18:22.562Z
Shell 290 Willesden Ln London NW2 5HS,3.6,D Frank,4,Friendly service,2016-07-15T23:00:05.009Z
Shell 223 Harrow Rd London W2 5EH,3.7,Romulo Nascimento,4,Fast and efficient.,2016-07-16T07:33:32.534Z
Shell 403-405 Twickenham Rd Isleworth TW7 7ES,3.8,Luke Hinsull,2,No v power on all taps just some,2016-07-16T12:58:12.672Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Adam Morris,3,"OK petrol station, some good selection",2016-07-16T13:51:06.845Z
Shell 609 Kenton Rd Harrow HA3 9RW,3,C Mehta,3,Place is food however check for prices elsewhere too,2016-07-17T00:34:15.362Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Archie Kent,4,Good London full station. Normally not very busy and has a car wash although it is normally broken down..,2016-07-17T07:51:39.779Z
Shell 103-105 Pinner Rd Harrow HA1 4YW,3.1,Suraj Shah,1,Rude staff,2016-07-17T16:42:06.490Z
Shell 101-103 Southwark Bridge Rd London SE1 1ES,3.6,Rehan Khushi,4,Fair price.,2016-07-17T19:18:20.257Z
Shell 237-239 Roehampton Ln London SW15 4JZ,3.2,Immy Chalk,4,Able to shop late into the night however mostly dine through directing someone through a pane of glass...an odd experience,2016-07-17T20:34:51.292Z
Shell 165 Shooters Hill Rd London SE3 8UQ,4,Khalid Muhammed,5,Great staff always curtious and polite staff,2016-07-19T07:35:17.562Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Darryl Leaning,1,Really unfriendly staff here.,2016-07-19T08:26:07.784Z
Shell 49 Tadema Rd London SW10 0NY,4.3,Matthew Standen,4,Serviced petrol station where everyone still elected to self-serve. Good pit stop whilst sitting in the inevitable queue of traffic for the M4/M40 escape from London.,2016-07-19T10:32:42.723Z
Shell Grosvenor Rd Pimlico London SW1V 3JY,2.8,Nabeel V,4,Good service but congested filling bays,2016-07-19T19:33:39.769Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,Kat Z,5,local and good :),2016-07-20T09:23:30.780Z
Shell Grosvenor Rd Pimlico London SW1V 3JY,2.8,Neil O'Sullivan,4,I snapped my key for my bike in the ignition here and the staff were very helpful. Let me leave my bike on the forecourt while I waited for recovery.,2016-07-20T13:07:19.428Z
Shell 262 Martin Way London SW20 9BZ,4.1,Gambi Chiang,4,Good but a bit small and can be crowded,2016-07-20T16:09:18.043Z
Shell 237-239 Roehampton Ln London SW15 4JZ,3.2,Tanveer Ahmad,5,"Have waitrose inside, makes easier to grab a meal and if u get 30pound fuel top up their is a free regular coffee or drink.",2016-07-21T16:49:42.648Z
Shell 198-208 Old St London EC1V 9BP,3.5,Olivian Ortopan,2,Dirty. Long wait. Rude staff. Would only stop if necessary.,2016-07-21T19:44:17.966Z
Shell 209 High St West Drayton UB7 7QP,3.2,Leigh Allen,5,"Big, Got most things, cheerful staff.",2016-07-21T21:11:38.950Z
Shell 421 Edgware Rd London NW9 0HS,4,lee Abdi,5,Great,2016-07-22T17:37:55.580Z
Shell Worple Rd Raynes Park London SW20 8RE,3.5,Georgi Stoilov,5,The forecourt assistant was really friendly and the toilet was the cleanest petrol station toilet I've been in,2016-07-22T18:27:07.166Z
Shell 231 Western Rd London SW19 2FG,4.1,Adam Warne,4,Cheap petrol,2016-07-22T21:00:35.275Z
Shell 383 Edgware Rd London NW2 6LD,3.6,Jermaine-Antonio Lutchman,5,Awsome,2016-07-24T05:20:12.272Z
Shell 290 Willesden Ln London NW2 5HS,3.6,Adrian Pop,5,Good and clean toilet,2016-07-24T11:23:07.375Z
Shell 270 Heston Rd Hounslow TW5 0RG,3.5,RS Cars Hounslow,4,"Lovely staff, now has a Greg's inside too",2016-07-24T18:36:00.368Z
Shell 297-309 297-309 Southwark Park Rd. London SE16 2JN,3,Rob Maule,3,It's a petrol station - it sells petrol.  Not sure what else you could want from it.,2016-07-25T12:36:00.872Z
Shell 198-208 Old St London EC1V 9BP,3.5,Mohammed Ali,5,Petrol Pump,2016-07-25T15:55:38.088Z
Shell 171 High St London West Wickham BR4 0LU,3.2,Alex Gheorghe,5,Good,2016-07-25T19:17:31.925Z
Shell 222-224 Fulham Palace Rd London W6 9NT,2.9,Alan Verdie,4,Surprisingly fair prices.,2016-07-25T21:28:20.860Z
Shell 171 Thorpe Lea Rd Egham TW20 8HP,3.5,Dave Hills,5,"Has a free (no fee) ATM cash dispenser, the Costa Coffee express is popular, I use the meal deal occasionally from the Deli To Go",2016-07-26T06:09:44.861Z
Shell Staines Rd Twickenham TW2 5JA,2.9,MrAshkan241,5,Good price provides good facilities,2016-07-26T07:18:37.977Z
Shell Staines Rd Twickenham TW2 5JA,2.9,Will Day,5,Noice sandwiches,2016-07-26T09:15:50.564Z
Shell 4 Crystal Palace Parade London SE19 1UN,3.6,Ben Skyrme,3,Petrol station with small shop attached,2016-07-26T10:07:51.888Z
Shell 198-208 Old St London EC1V 9BP,3.5,Zhivko Dimitrov,3,"Awkward entrance, not well marked and easy to mistake with the street corner right next to it - essentially you need to drive through the pavement to get in and once in, space is so tight that the first car blocks entry for all others..",2016-07-26T21:00:12.461Z
Shell 198-208 Old St London EC1V 9BP,3.5,EV Photograpy London,5,Great place!!!,2016-07-28T08:55:15.393Z
Shell Grosvenor Rd Pimlico London SW1V 3JY,2.8,Chloe Golden,5,Lovely staff!,2016-07-28T11:13:07.526Z
Shell 290 Willesden Ln London NW2 5HS,3.6,David Mulcrone,3,Place looks a bit shabby. No gloves or paper towels were in the dispenser and the staff seemed uninterested in restocking them.,2016-07-28T14:51:54.983Z
Shell 262 York Rd London SW18 1TP,3.5,Sun Vitali,5,Fantastic service and one of the only stations serving AUTOGAS LPG.,2016-07-29T15:24:21.615Z
Shell 6 Church Rd London W7 1DH,3.2,Sam Albuquerque,3,Average petrol station. Not enough parking place.,2016-07-29T16:42:12.541Z
Shell 383 Edgware Rd London NW2 6LD,3.6,Faiz Miah,4,"Good service, friendly staff with many stuff in stock with the best food and drinks for when you need to stop for petrol",2016-07-30T01:21:03.567Z
Shell 326 Queenstown Rd Nine Elms London SW8 4NE,2.7,Rhea T,3,Expensive food that often sells out early !,2016-07-30T07:46:28.736Z
Shell 529 Yeading Ln Northolt UB5 6LW,3.4,Codrut Marin,1,"Bought some 15£ worth cables non functional
Tried to change them and the guy told me that he wasn't authorised to refund and that I should come back the next day
Very bad service",2016-07-30T16:19:24.808Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Marco Patti,5,Well service,2016-07-30T18:04:05.293Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Thomas Boles,1,Significantly more expensive fuel,2016-07-31T09:15:18.921Z
Shell 262 York Rd London SW18 1TP,3.5,Antonio Tejado Sánchez,4,Buen precio y servicio al cliente,2016-07-31T14:28:47.401Z
Shell 529 Yeading Ln Northolt UB5 6LW,3.4,Dipesh Karki,5,"Everytime I'm here, staffs are really nice and friendly. Always ends up leaving happy after visiting here.",2016-07-31T17:08:01.818Z
Shell 101-103 Southwark Bridge Rd London SE1 1ES,3.6,Lawrence De Sousa,5,Ideal services,2016-08-01T10:04:31.321Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Lawrence De Sousa,5,Great services,2016-08-01T10:05:04.583Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Daniel Podobinski,5,It's a petrol station. What else am I supposed to add?,2016-08-01T19:49:34.145Z
Shell 198-208 Old St London EC1V 9BP,3.5,Wieslawa Chrobak,3,"classical shop, nothing exceptionnal",2016-08-01T19:54:33.837Z
Shell 101-103 Southwark Bridge Rd London SE1 1ES,3.6,James Lewis,5,"Very clean, pleasant staff, coffee, toilet, atm.",2016-08-01T22:15:17.540Z
